7/8/2021,4:58:05,37.6007588,126.8646294
7/8/2021,4:58:06,37.6007588,126.8646294
7/8/2021,4:58:07,37.6007588,126.8646294
7/8/2021,4:58:08,37.6007588,126.8646294
7/8/2021,4:58:09,37.6007588,126.8646294
7/8/2021,4:58:10,37.6007588,126.8646294
7/8/2021,4:58:11,37.6007588,126.8646294
7/8/2021,4:58:12,37.60077,126.8646286
7/8/2021,4:58:13,37.60077,126.8646286
7/8/2021,4:58:14,37.60077,126.8646286
7/8/2021,4:58:15,37.60077,126.8646286
7/8/2021,4:58:16,37.60077,126.8646286
7/8/2021,4:58:17,37.6007596,126.8646223
7/8/2021,4:58:18,37.6007596,126.8646223
7/8/2021,4:58:19,37.6007596,126.8646223
7/8/2021,4:58:20,37.6007596,126.8646223
7/8/2021,4:58:21,37.6007596,126.8646223
7/8/2021,4:58:22,37.6007596,126.8646223
7/8/2021,4:58:23,37.6007596,126.8646223
7/8/2021,4:58:24,37.6007596,126.8646223
7/8/2021,4:58:25,37.6007539,126.864631
7/8/2021,4:58:26,37.6007539,126.864631
7/8/2021,4:58:27,37.6007539,126.864631
7/8/2021,4:58:28,37.6007539,126.864631
7/8/2021,4:58:29,37.6007539,126.864631
7/8/2021,4:58:30,37.6007579,126.8646377
7/8/2021,4:58:31,37.6007579,126.8646377
7/8/2021,4:58:32,37.6007579,126.8646377
7/8/2021,4:58:33,37.6007579,126.8646377
7/8/2021,4:58:34,37.6007579,126.8646377
7/8/2021,4:58:35,37.6007643,126.8646424
7/8/2021,4:58:36,37.6007643,126.8646424
7/8/2021,4:58:37,37.6007643,126.8646424
7/8/2021,4:58:38,37.6007643,126.8646424
7/8/2021,4:58:39,37.6007643,126.8646424
7/8/2021,4:58:40,37.6007643,126.8646424
7/8/2021,4:58:41,37.6007643,126.8646424
7/8/2021,4:58:42,37.6007643,126.8646424
7/8/2021,4:58:43,37.6007643,126.8646424
7/8/2021,4:58:44,37.6007643,126.8646424
7/8/2021,4:58:45,37.6007581,126.8646202
7/8/2021,4:58:46,37.6007581,126.8646202
7/8/2021,4:58:47,37.6007581,126.8646202
7/8/2021,4:58:48,37.6007563,126.8646247
7/8/2021,4:58:49,37.6007563,126.8646247
7/8/2021,4:58:50,37.6007563,126.8646247
7/8/2021,4:58:51,37.6007563,126.8646247
7/8/2021,4:58:52,37.6007563,126.8646247
7/8/2021,4:58:53,37.6007563,126.8646247
7/8/2021,4:58:54,37.6007563,126.8646247
7/8/2021,4:58:55,37.6007563,126.8646247
7/8/2021,4:58:56,37.6007563,126.8646247
7/8/2021,4:58:57,37.6007563,126.8646247
7/8/2021,4:58:58,37.6007563,126.8646247
7/8/2021,4:58:59,37.6007563,126.8646247
7/8/2021,4:59:00,37.6007604,126.8646241
7/8/2021,4:59:01,37.6007604,126.8646241
7/8/2021,4:59:02,37.6007604,126.8646241
7/8/2021,4:59:03,37.6007604,126.8646241
7/8/2021,4:59:04,37.6007604,126.8646241
7/8/2021,4:59:05,37.6007604,126.8646241
7/8/2021,4:59:06,37.6007595,126.8646257
7/8/2021,4:59:07,37.6007595,126.8646257
7/8/2021,4:59:08,37.6007595,126.8646257
7/8/2021,4:59:09,37.6007595,126.8646257
7/8/2021,4:59:10,37.6007595,126.8646257
7/8/2021,4:59:11,37.6007595,126.8646257
7/8/2021,4:59:12,37.6007595,126.8646257
7/8/2021,4:59:13,37.600754,126.864621
7/8/2021,4:59:14,37.600754,126.864621
7/8/2021,4:59:15,37.600754,126.864621
7/8/2021,4:59:16,37.600754,126.864621
7/8/2021,4:59:17,37.600754,126.864621
7/8/2021,4:59:18,37.6007488,126.8646238
7/8/2021,4:59:19,37.6007488,126.8646238
7/8/2021,4:59:20,37.6007488,126.8646238
7/8/2021,4:59:21,37.6007488,126.8646238
7/8/2021,4:59:22,37.6007488,126.8646238
7/8/2021,4:59:23,37.6007488,126.8646238
7/8/2021,4:59:24,37.6007567,126.8646188
7/8/2021,4:59:25,37.6007567,126.8646188
7/8/2021,4:59:26,37.6007567,126.8646188
7/8/2021,4:59:27,37.6007567,126.8646188
7/8/2021,4:59:28,37.6007567,126.8646188
7/8/2021,4:59:29,37.6007567,126.8646188
7/8/2021,4:59:30,37.6007567,126.8646188
7/8/2021,4:59:31,37.6007619,126.8646213
7/8/2021,4:59:32,37.6007619,126.8646213
7/8/2021,4:59:33,37.6007619,126.8646213
7/8/2021,4:59:34,37.6007619,126.8646213
7/8/2021,4:59:35,37.6007619,126.8646213
7/8/2021,4:59:36,37.6007533,126.8646213
7/8/2021,4:59:37,37.6007533,126.8646213
7/8/2021,4:59:38,37.6007533,126.8646213
7/8/2021,4:59:39,37.6007533,126.8646213
7/8/2021,4:59:40,37.6007533,126.8646213
7/8/2021,4:59:41,37.6007473,126.8646254
7/8/2021,4:59:42,37.6007473,126.8646254
7/8/2021,4:59:43,37.6007473,126.8646254
7/8/2021,4:59:44,37.6007473,126.8646254
7/8/2021,4:59:45,37.6007473,126.8646254
7/8/2021,4:59:46,37.6007473,126.8646254
7/8/2021,4:59:47,37.6007473,126.8646254
7/8/2021,4:59:48,37.6007473,126.8646254
7/8/2021,4:59:49,37.6007473,126.8646254
7/8/2021,4:59:50,37.6007473,126.8646254
7/8/2021,4:59:51,37.6007473,126.8646254
7/8/2021,4:59:52,37.6007473,126.8646254
7/8/2021,4:59:53,37.6007473,126.8646254
7/8/2021,4:59:54,37.6007553,126.864632
7/8/2021,4:59:55,37.6007553,126.864632
7/8/2021,4:59:56,37.6007553,126.864632
7/8/2021,4:59:57,37.6007553,126.864632
7/8/2021,4:59:58,37.6007553,126.864632
7/8/2021,4:59:59,37.6007561,126.8646316
7/8/2021,5:00:00,37.6007561,126.8646316
7/8/2021,5:00:01,37.6007561,126.8646316
7/8/2021,5:00:02,37.6007561,126.8646316
7/8/2021,5:00:03,37.6007561,126.8646316
7/8/2021,5:00:04,37.6007551,126.8646309
7/8/2021,5:00:05,37.6007551,126.8646309
7/8/2021,5:00:06,37.6007553,126.8646303
7/8/2021,5:00:07,37.6007553,126.8646303
7/8/2021,5:00:08,37.6007553,126.8646303
7/8/2021,5:00:09,37.6007553,126.8646303
7/8/2021,5:00:10,37.6007553,126.8646303
7/8/2021,5:00:11,37.6007596,126.8646385
7/8/2021,5:00:12,37.6007596,126.8646385
7/8/2021,5:00:13,37.6007596,126.8646385
7/8/2021,5:00:14,37.6007596,126.8646385
7/8/2021,5:00:15,37.6007596,126.8646385
7/8/2021,5:00:16,37.6007596,126.8646385
7/8/2021,5:00:17,37.6007596,126.8646385
7/8/2021,5:00:18,37.6007596,126.8646385
7/8/2021,5:00:19,37.6007596,126.8646385
7/8/2021,5:00:20,37.6007596,126.8646385
7/8/2021,5:00:21,37.600754,126.8646326
7/8/2021,5:00:22,37.600754,126.8646326
7/8/2021,5:00:23,37.600754,126.8646326
7/8/2021,5:00:24,37.600754,126.8646326
7/8/2021,5:00:25,37.600754,126.8646326
7/8/2021,5:00:26,37.600754,126.8646326
7/8/2021,5:00:27,37.600754,126.8646326
7/8/2021,5:00:28,37.6007603,126.8646339
7/8/2021,5:00:29,37.6007603,126.8646339
7/8/2021,5:00:30,37.6007603,126.8646339
7/8/2021,5:00:31,37.6007603,126.8646339
7/8/2021,5:00:32,37.6007603,126.8646339
7/8/2021,5:00:33,37.6007603,126.8646339
7/8/2021,5:00:34,37.6007603,126.8646339
7/8/2021,5:00:35,37.6007603,126.8646339
7/8/2021,5:00:36,37.6007567,126.8646278
7/8/2021,5:00:37,37.6007567,126.8646278
7/8/2021,5:00:38,37.6007567,126.8646278
7/8/2021,5:00:39,37.6007567,126.8646278
7/8/2021,5:00:40,37.6007567,126.8646278
7/8/2021,5:00:41,37.6007574,126.864634
7/8/2021,5:00:42,37.6007574,126.864634
7/8/2021,5:00:43,37.6007574,126.864634
7/8/2021,5:00:44,37.6007574,126.864634
7/8/2021,5:00:45,37.6007574,126.864634
7/8/2021,5:00:46,37.6007622,126.8646405
7/8/2021,5:00:47,37.6007622,126.8646405
7/8/2021,5:00:48,37.6007622,126.8646405
7/8/2021,5:00:49,37.6007622,126.8646405
7/8/2021,5:00:50,37.6007622,126.8646405
7/8/2021,5:00:51,37.6007622,126.8646405
7/8/2021,5:00:52,37.6007622,126.8646405
